id,text,topics,topicgpt_correct
bafyreiafne2efwxzyqr5naiumianr3exdzt4b5jxv5burhs5jkrulcs3te,"Traverse City, Michigan.

Grand Traverse Bay feeds into Lake Michigan. 

(Or is it, Lake Michigan feeds into Grand Traverse Bay? Either way, we get massive lake effect snow SOME winters. Used to be EVERY winter. Climate change has made it a crapshoot...)",[1] Environment; [2] Climate Change,Yes
bafyreif3u2vd2wkwylsd7hk66fjld56srj6t6chrfox5pkh6hntfnadlce,"How does reducing our energy reliance on a limited fossil fuel, make us weaker? We have a more robust energy system now.",[1] Energy; [2] Fossil Fuels; [2] Energy Policy and Transition,Yes
bafyreic6xmzmyxr5nqs5fihhzaf6jlq4zcxw5a56tni3k4nqmauf33rpiq,"Al Gore wasn't even born when global warming was first discovered. So no, it's not him. Now who was it?",[2] Climate Change Communication and Public Perception,Yes
bafyreiel3vtuur7x7cp7j52unqrae5gk52alrplrd5yxlxhcizet75w3ie,Well pad explosion near Salt Fork State Park raises concerns about drilling on Ohio public land ohiocapitaljournal.com/2025/01/10/w...,[2] Fossil Fuels; [2] Environmental Policy and Governance; [2] Pollution,Yes
bafyreibfyx24g2szebuku6ysgngeqizmavubmrizrg4ixl6aibdsraclim,📢 Adam Bandt has lashed the food distributors of Australia for questioning Labor’s renewable energy strategy and claimed they are ‘putting Australian lives at threat by backing more coal and gas’.,[2] Fossil Fuels; [2] Renewable Energy; [2] Energy Policy and Transition,Yes
bafyreigfjviy672timthvu6tqzmodvab7kmysv6in3rb3iofy7zxnec3um,"SCOTUS's basic view seems to be that Republican presidents get to do whatever they want regardless of the law (mass deportations) but Democrat presidents are prohibit from doing anything even if it clearly complies with the law (student loan forgiveness, gun regulation, greenhouse gas regulation).",[2] Energy Policy and Transition; [2] Environmental Policy and Governance,No
bafyreihuhelpghyqugufkhfaqomzw77zxjuiamjekzni3q7zulxgtpma5a,"""There is a significant pipeline incident almost every day in the US, ranging from globs of oil spilling onto farmland to raging fireballs from ignited gas.""
You know what doesn't do this? Solar. Wind. Geothermal. Fuck the fossil fuel industry into the sun. 
www.theguardian.com/us-news/2025...",[2] Fossil Fuels; [2] Renewable Energy; [2] Energy Policy and Transition,Yes
bafyreidx2zuu4imrkekfzxuzbvjhcji4pgvte4dtxcrbufqrbf37vcig6y,"6🧵Insulating homes and supporting a green energy
transformation could cut bill, warm houses and prevent the epidemic of ill-health associated with poor housing and fuel poverty – www.medact.org/2024/resourc...",[1] Energy; [2] Renewable Energy; [1] Health; [2] Public Health and Environment,Yes
bafyreihmyxv43qkrgt7npfdprlnlv5trm2w47fm2t5ciucfpylaqk3y6ui,"As governor, I'll tackle climate change, hold polluters accountable, and invest in the transition to a clean energy economy.",[1] Energy; [2] Energy Policy and Transition; [1] Environment; [2] Climate Change; [2] Environmental Policy and Governance,Yes
bafyreieprmcnbkmf4ly5me6khjzhriezbzq6qznnles7qbirsx3yyne3qm,"The University of Cambridge is partnering with Bloomberg Index Services Ltd. to launch the first global corporate bond index to cover fossil fuel producers, utilities, insurance, and financing, with the aim of driving investment to reduce real-economy emissions.",[2] Fossil Fuels; [2] Energy Policy and Transition,Yes
bafyreigc2gpdpjcl43i6ps35knzgl5g4lzl7vs7rvjzstdycwbbdnsfn24,"Tell the Department of Energy: Side with farmers and solar power over Trump. Support the program that gives farmers access to affordable, clean energy!

Sign, share, & repost please.

actionnetwork.org/forms/tell-t...",[2] Renewable Energy; [2] Energy Policy and Transition,Yes
bafyreihjfqj2oqr3t46rdeojsvw56cfqo5dwnnknp66orm4oryarznxsx4,"“in the near future half the people on the planet will be AI”

thats a deranged way to say you don’t give a f*^k about climate change",[1] Climate Science,Yes
bafyreiav2gdjgwffusxczn27sxxhl2xk5qg4a7gmlhnaryyoenwyxvun2u,"Therefore there’s no snow, sure tis like that global warming. It was freezing out my back garden all summer. Global warming me hole!!!!",[2] Climate Change,Yes
bafyreiaklcq6q5pccmbpnm6x7ckhyiujeqqhdlglt7zsr42bxjl2w5geke,"Gas prices are down today—because we’re doing things differently.

Mark Carney and our Liberal team listened, scrapped the consumer carbon tax, and delivered real affordability relief. Now, we’re committing to a better plan to fight climate change.",[2] Energy Policy and Transition; [2] Climate Change,Yes
bafyreibcyuda3mr36z74z7rbzajelb65wuaze5drnvnvlsdlvudbkjyyp4,All pollution all the time.,[1] Environment; [2] Pollution,Yes
bafyreibzldyjtmrfnlfjsbpysn6eyqp5m25xfzsogl6d5bgckwc7thenni,"Lots of ppl who are not here with lots of opinions about how historic winds, thousands of acres of dry land & flying embers (and ppl setting fires) are an incompetence problem, while claiming global warming is a hoax.",[1] Environment; [2] Climate Change,Yes
bafyreidgwatlfxydhwbkvojmcqwd5iehdxredsdgeujohxrt7qlsq4jqse,"All of this! Plus, address climate change aggressively. I'm a 30 year old contemplating kids and the biggest barrier is that I don't want them to die in climate disasters.",[1] Environment; [2] Climate Change,Yes
bafyreib6kdecp63asic7r6hw6yfh2mho67lyaea2sx72m36g5x4r3vx4zi,"my hot take is that some people genuinely *want* to believe climate change is game over, and there's nothing we can do...

... because if there's nothing we can do, they don't have to feel guilty for not doing anything.",[2] Climate Change Communication and Public Perception,Yes
bafyreidlxhia7oye63tcoolzrb6vjn2ljercwbyb6lvsthcif4vptirxmi,"It reminds me once again how any changes we make toward a more sustainable and just future (#solarpunk) almost always have aspects of community built into it.

It's just how a *livable* future has to work: community-focused, working together, people helping one another. 

<3 

4/fin",[2] Renewable Energy; [2] Social and Economic Sustainability,Yes
bafyreiaatzgeafc6v75oepbs7ix7zkgkrghg7tkj5ahbep5ze5d736z2yi,"The 2030 one is even worse, global warming doesn't even scratch the surface. The greed of these people is unparalleled :)",[2] Climate Change Communication and Public Perception,Yes
bafyreibysklw63r364m2i7i3xqyf3xy5zs34fzvq2x7nv6qu33uggjvzgm,"Tension brewing at the SEC related to the Climate-Related Disclosure Rule. Acting Chairman Mark Uyeda wants to scrap public companies from disclosing climate related risk to shareholders. 

Commissioner Caroline A Crenshaw publicly says ""I disagree with the position unilaterally.""",[2] Climate Change Policy and Regulation; [2] Environmental Policy and Governance,Yes
bafyreif43lxikz6auy4johrldlanncypnm67me4equmsgypcnvvbatqdla,"Can i ask Comrade??

Having many Wars cause quiet alot of carbon emissions 

Which cause alot of pollution and Global warming 

But no one call it out",[1] Environment; [2] Climate Change; [2] Pollution; [2] Climate Change Impacts and Adaptation,Yes
bafyreickmozjm4wrpkmxhemy5egfsufn7ch2eqy6eqx4uhr2thekj5ohay,"Overall… I like the Carney Liberal housing plan a lot. I like that it says ""we're going to build homes"". I like the reliance on tax cuts in part two less. I wish some kind of ""sustainable buildings"" verbiage was foregrounded.",[1] Sustainable Development,Yes
bafyreiakzjlrfak2v33iks4q2ljafo372oozw7t6stv5svnpuvvzwme65y,"Never happen in the U$!
While Switzerland does this clean energy and China has the magnetic bullet train, the U$ is going back to coal and oil!
I guess that's why the U$ is killing so many citizens, so they can have oil in a few thousand years!
I understand the U$, so much better now!
LMAO
Parody?!?",[2] Fossil Fuels; [2] Renewable Energy; [2] Energy Policy and Transition; [2] Environmental Impact on Society and Health,Yes
bafyreiderzwwcmv6xcv24kxb3rd3g5tnprgyxtp5krteigi42yxv44sv5q,"AI Overview

""In the United States, fossil fuel subsidies, including direct and indirect forms, are estimated to be in the billions of dollars annually...""
www.imf.org/en/Topics/cl...",[2] Fossil Fuels,Yes
bafyreihefyml663rokinsdtxdg35ohlr6h3o4ps3xj2zyajbelcwjhbmcm,Governor Lombardo sent a letter to Sec. Burgum raising concerns about the new federal districtions stalling solar projects already underway. Solar is essential for keeping up with Nevada’s energy demands. www.solarpowerworldonline.com/2025/08/gov-...,[2] Renewable Energy; [2] Energy Policy and Transition,Yes
bafyreie7zwm5ll4bgrzxkmbyu7olugzgbfiymdqbhs6fq65sond4ibbzwm,"@memfault.com gives developers a more scalable and sustainable process, to accelerate time to market, de-risk product launches, cut development costs, and deliver higher quality products.
Book a demo with them to see how your device reliability needs can be taken care of:  memfault.com/demo-request/",,No
bafyreickmrregegryrqlhizbjnsuagxjwhee3mim5ecak75ytzffbhaq2i,"No, but if you can get your paws on all the rare earth metals required to make these things the effect is similar. This is why the nasty bastard is keen on Greenland, Canada and Ukraine.

At the same time as trying to claim climate change is fake, that is.",[2] Climate Change Communication and Public Perception; [2] Clean Energy and Technological Responses; [2] Energy Policy and Transition,Yes
bafyreibdqm4iadehhosrasmi6uc5yvpz523sjvq3egir7oa777e72uundq,History major here.  Now developing renewable energy projects across the country.,[2] Renewable Energy,Yes
bafyreif3vwiooqh6qnkkwlp22efg3u6ersonckxnavbfaffyx7s7f5niu4,"I wrote an op-ed about China’s double-carbon policy and its implications for global climate change action 🌱 

You can access it here: tinyurl.com/45tbfhm5",[1] Energy; [2] Energy Policy and Transition; [1] Environment; [2] Climate Change; [2] Environmental Policy and Governance,Yes
bafyreiawwhbje2vepg3rup5avjgr2rncix6kxwreqtpjlcsnpwiu4rn74a,"Canada's housing crisis is worsening, and traditional solutions aren't enough. Mobile home parks and innovative housing models could provide affordable, sustainable options.
www.wbn.digital/affordable-h...",[1] Sustainable Development,Yes
bafyreiexzb46fxn6r4ctocvkxhmojrxtkl2s4ci3cofipbgv4f4oasimiq,"Fossil lending from major US banks down 25%!

""Trump’s anti-climate, pro-fossil fuel policies piled pressure on US banks and asset managers to publicly toe the line of the White House’s energy agenda. Yet behind the scenes, the data paint a more nuanced picture.""

www.bloomberg.com/news/newslet...",[2] Fossil Fuels; [2] Energy Policy and Transition,Yes
bafyreihsmjkwdofpm3h55tvpugq37wvt5qgi5hq6ggnz3dvqbmxfw7egw4,the story would be that 'planning a protest aimed at saving the planet from climate change' is considered a crime worthy of arrest,[1] Social Justice; [2] Climate Change Communication and Public Perception,Yes
bafyreifjhgpnzdhw3j5mkhxl5m4htyp6sfue644g4htzu5kh4adgszslgm,What's the cost of pollution to our healthcare system?? Save some there. Especially in unprotected communities.,[1] Health; [2] Public Health and Environment,Yes
bafyreicm5z5o7p5vbdlilhw3medjm3eprxftecwyn2ebrrrn5ds2z4ublq,"Exactly - insects/fauna cannot evolve fast enough and species cannot spread their range quick enough without some assistance. 
""Redbuds in Vermont"" could be a crooning wintry ode to insidiousness of human induced climate change",[2] Climate Change Impacts and Adaptation; [2] Climate Change Communication and Public Perception,Yes
bafyreicsakdcfznyaytbu2gu55og2m4yw27sq6w34cjjn75cc3wwxl7wju,"A livable future for #Vancouver requires a ban on fossil fuel heating. 
Let city council know: act.newmode.social/893585750t",[2] Fossil Fuels; [2] Energy Policy and Transition,Yes
bafyreiaj4qhkklitf4spcjuaapwodtgvbdpwvjutyh2dikishniyrzy67q,"The actual figure is ~59% fossil fuel vehicles, not 75%. That 75% claim is outdated by at least two years. And importantly, the trend is accelerating away from ICE—NEVs passed 50% of monthly sales in December 2024.",[2] Fossil Fuels; [2] Renewable Energy,Yes
bafyreicy27jyh3wz7xwzidrask4asvdrrwffzi7f6uinf3k7ifocn644ri,"Sustainable urban planning represents one of the key solutions to the environmental and social challenges faced by modern cities.
archup.net/sustainable-...",[1] Sustainable Development,Yes
bafyreic26cqrml2khyyy2ahckhhezi2fcf33gjhfx37drcywhdpplvojra,"Climate change can be deadly, but these things are just annoying. 🧪",[2] Climate Change Impacts and Adaptation; [2] Climate Change Communication and Public Perception,Yes
bafyreiectuxqa67gb3tblu6hfukt7u46ja4q3fmdhytrkfjka4p3bie4z4,"If you're looking to better understand how climate change affects spring weather, check out our new Spring Weather Reporting Guide:",[1] Environment; [2] Climate Change; [2] Climate Change Communication and Public Perception,Yes
bafyreigkzcmneonbuml7rylt6fsnr7x4bumkgjwphvlwov7wab5jmirday,"Sustainable gains: Clover success for Co. Limerick dairy farmer
->AgriLand | #Sustainable | More info from EcoSearch",[1] Agriculture; [2] Sustainable Agriculture,Yes
bafyreielhlq62nxeki7jmjyzicpolzlg2lnlbo2lluizam2w45wdz5ir6m,"Very much so, the whole lunar-solar period around it is like crackling energy - I get very grounded and yet, more open -- it's as if I can see trails of light when I draw my fingers through night air. Also easier to connect with pulse of the earth. I can stomp the ground and draw the dragon easily",,No
bafyreigc3aux4sl3smobzfodafvlyi72ang3v2rql2hsj7xbhl3fha4e3q,"I've said this before but I really do think if the silicon valley techbros got their wish and let AI ""solve"" climate change for them, the AI would just end up saying ""please you have to kill me it's the only way"" and they would just say ""aw man this one's broken, build a different one""",[1] Climate Science; [2] Climate Change Communication and Public Perception,Yes
bafyreib3me6qergyfzvtjyelpfmc475tfvsxwpyhzioyvw6opqx575jswe,"We are hiring a China-focused Environmental Law and Policy Fellow at the Emmett Institute for Climate Change and the Environment at UCLA! This is a two-year position, and the hire will work closely with me. See here for details: recruit.apo.ucla.edu/JPF10027",[2] Environmental Policy and Governance; [2] Climate Change,Yes
bafyreihkclawrx4wk6elmkla4ugttfaw2ir2tooqluycgfebxz2rfhlj7a,"Mix this with increasing climate change impacts and what do you get? That's right: more armed conflict, more displacement, more refugees, more international migration, more geopolitical instability.",[2] Climate Change Impacts and Adaptation,Yes
bafyreicqwfbrf4v47hdihdo54a6ojsem2i6xvtodd6mqlnlh6zhiela7cq,"I guess this will be a teachable moment. Too bad 85 million had to die for the last one. And this time, I don't expect the dead to be so much casualties of war as victims of the environmental devastation that will follow the roll back of what little we have in place to mitigate climate change.",[1] Environment; [2] Climate Change,Yes
bafyreidqpm7qhidns5heeovo5dbte5qzw4sdwzrls52xzo24ajlr7lv2b4,"It's not that it's a mistake AS MUCH AS it is gonna take more than a year to build someone that hasn't pitched as a starter since 2018. 
It's crazy 
it's NOT sustainable.
How they thought it was going to last all season is crazy No pitch camp in the world can give anyone that kind of sustainability.",,No
