cid,text,llm_theme_summ,llm_theme_theme,lda_topic_id,lda_topic_keywords,bert_topic_keywords,bert_topic_name,lda_keywords_llm_truth,bert_keywords__llm_truth,llm_theme_llm_truth,llm_summ_llm_truth,lda_keywords_human_truth,bert_keywords_human_truth,llm_theme_human_truth,llm_summ_human_truth,,,,
bafyreihtjmezqw4j4dny7hy5b27dpm7hep4crd4rbkqqtnhhwpn6jzxfze,This is what four years of strong moral leadership looks like—where jobs and benefits of our well-planned new clean economy accrue to the very red counties who voted against President Biden. Please let us pass this baton of civility and good governance to Harris. We can't afford to delay progress.,Clean Energy Push,Clean Energy Push,36,"oil, drilling, gas, price, trump",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,TRUE,No,No,Yes,Yes,,,,
bafyreid3fzucrrzzue2izbpq7ja7wfyayy7ji6erpzk35ageijbcb4zh4m,…just like climate change,Capitalism's climate doom,Climate unease,3,"climate, change, real, believe, feel","change climate, hell climate, humanity, people die, sure climate, mention climate, change isn, extinction, human society, destiny",10_change climate_hell climate_humanity_people die,FALSE,FALSE,FALSE,FALSE,Yes,No,Yes,No,,,,
bafyreihqjf7klc2dm4me64juv644mygxro4r2nlqr6f7yyuj4qczvv6poa,"Instead of focusing on the real costs of air pollution and our car-centric transport system, we get stuck debating 'cycling behaviour.'

But the toll of cars and pollution is heartbreaking. This is Ella's story.

We should honour her with real, tangible change",Climate injustice exposed,Water pollution crisis,81,"pollution, air, city, show, focus","transport, transit, bus, sustainable transport, trains, transportation, bike, cycling, public transport, bikes",19_transport_transit_bus_sustainable transport,FALSE,FALSE,FALSE,TRUE,No,Yes,No,No,,,,
bafyreidevdaqgawqjuwsaws63f24x337mi6ahukhxwbjrqmqb3mjni7baa,Fracking yes! Battlestar Galactica is one of the best SYFY series. Great story based on a familiar mythology. Special effects hold up well. Great score by Bear McCreary. Stellar cast. I rewatch every couple of years.,Sound's dual impact,Fossil Fuel Overreach,87,"problem, kind, thanks, climate, link","fracking, earthquakes, fracking waste, wastewater, pennsylvania, hydraulic, shale, earthquake, ohio, tap water",11_fracking_earthquakes_fracking waste_wastewater,FALSE,FALSE,FALSE,FALSE,No,Yes,Yes,No,,,,
bafyreicm4rgk7qahxk44623rwrideia7y7vaioxcrlwtn6fzlqltnjsa5m,"Welcome to the result of climate change.  Between China, who is number one emitter and USA, number two emitter, these two countries alone contribute nearly half of all annual global emissions",Deadly Heat Crisis,Capitalism's climate doom,90,"emission, state, gas, greenhouse, administration","china, chinese, taiwan, like china, bessent, xi, beijing, treasury, republic, change china",14_china_chinese_taiwan_like china,FALSE,FALSE,FALSE,FALSE,No,No,No,No,,,,
bafyreie6r2rumwfsvi3bdl7vekugtkkqczd3oqchqbltfrirb26at5bfke,"This shouldn’t be a problem for the Weather Service because there really isn’t any proof of climate change, and we’re due for a low hurricane season according to Frank, on his highly successful Tik Tok account.
Nothing to worry about.",MAGA Climate Deception,Science under attack,70,"fire, climate, change, point, post","noaa, nws noaa, project 2025, nws, hurricane, won notice, gutted, weather disasters, hurricane season, disasters",85_noaa_nws noaa_project 2025_nws,FALSE,FALSE,TRUE,TRUE,No,No,Yes,Yes,,,,
bafyreiga5epjujtvkqiyv4cwmohbak6maze52thrt625snpoezn23sgvq4,"A mate just commented on Trumps behaviour: ""thing is immigrants aren't burning down whole neighbourhoods, or flooding whole counties. Climate change is doing that, and will do it more and more. The immigrants are helping tidy it up!""",Climate injustice exposed,Climate migration crisis,35,"whole, force, side, process, hear","doesn believe, believes, donald, trump, change hoax, donald trump, doesn, thinks, believes climate, hoax",2_doesn believe_believes_donald_trump,FALSE,TRUE,TRUE,TRUE,No,No,Yes,Yes,,,,
bafyreid45dqi6pr3eebj6quiqfnm4q3xxcx3fjgilfqqbgipueljvrff2m,"i mean with climate change, who knows?",Climate unease,Climate injustice exposed,50,"mean, climate, party, change, drill","change climate, hell climate, humanity, people die, sure climate, mention climate, change isn, extinction, human society, destiny",10_change climate_hell climate_humanity_people die,FALSE,FALSE,FALSE,TRUE,Yes,No,No,Yes,,,,
bafyreickl67wrnesrnokk4xypvoxn6z7ev257d7bpgclfaf24ueniuvgvq,Aha.  I thought it might be global warming & immigration.,Climate migration crisis,Climate unease,88,"global, warming, course, ice, half","global warming, warming, global, heatwave, 24hr, heat, nuclear winter, 5c, warming global, temperatures",13_global warming_warming_global_heatwave,FALSE,TRUE,TRUE,TRUE,Yes,Yes,Yes,Yes,,,,
bafyreidhgh7upxkhct72gqvirknwd4idet4nqfgavmovqpsuuc7jbxal2q,"Here's where it gets tricky.

If Giddey is making some kind of leap, he's actually doing it more so as a slasher and interior scorer, than as a shooter.

February's white-hot shooting month has ironically overshadowed an improvement that should be viewed as more sustainable (getting to the line).",Independent investigative journalism,Sound's dual impact,47,"thing, something, change, climate, actually","club, clubs, ground story, independent ground, tech independent, story developing, manchester, player, helps tell, story reproductive",51_club_clubs_ground story_independent ground,FALSE,FALSE,FALSE,FALSE,Yes,Yes,No,No,,,,
bafyreierwd27ibmfmwilae6j5mr3z3z5bvocoppdxumsxgqcx4kgfpvr54,"We have had a great day with @StBartsTrust for their 2nd Evidence Exploration Partnership workshop. 

Drilling down into a range of data sources to identify a priority. 

@AspirerRS @J0GOODMAN",Climate action collaboration,Climate rollbacks,53,"come, climate, change, pretty, politician","gold, aest, asx, asx drilling, metals, diamond, released, jul, minerals, mining",74_gold_aest_asx_asx drilling,FALSE,FALSE,FALSE,FALSE,No,No,No,No,,,,
bafyreickz5yg5c4v6m63mb5z2cfzq5fmnlzlecjl2foyh2stl7gyqoplga,"Why not ONE damn recount, Harris. 
Why not ONE damn objection, dems. 
Why acting blind & deaf to the Putinesque/Muskian election-stealing elephant in the room, most of you independent ""pro-democracy"" networks. 
Why letting loose a FKN CLIMATE CHANGE DENYING dystopian regime on the World/Planet, USA🤬",MAGA Climate Deception,Science under attack,3,"climate, change, real, believe, feel",,-1_clean energy_social_green_bsky social,TRUE,FALSE,TRUE,TRUE,No,No,No,Yes,,,,
bafyreidrjgmudthevxgk2j56vwk6gnogbfya3pemazx4mzxa2ro4qy7xsy,"By integrating 3D data from various platforms, stereoscopic remote sensing observation provides a comprehensive and dynamic perspective of #mountain #ecosystems, which is essential for disaster management, #climate adaptation, and #sustainable development.
doi.org/10.1016/j.xi...
#remotesensing",Water resilience,Water resilience,61,"system, data, join, month, center","deforestation, trees, forest, palm oil, forests, palm, boycottpalmoil, rainforest, boycottpalmoil boycott4wildlife, boycott4wildlife",4_deforestation_trees_forest_palm oil,FALSE,FALSE,FALSE,FALSE,No,Yes,No,No,,,,
bafyreifidxk6iz2koouhwppf3jcex2nzh2rsxlwuexu5kah344rywttgt4,"I believe in climate change, the Trump worshipping leader of Reform In GB doesn't. I don't think earthquakes are realeted to climate change, prove me wrong.",MAGA Climate Deception,Climate unease,3,"climate, change, real, believe, feel",,-1_clean energy_social_green_bsky social,TRUE,FALSE,TRUE,TRUE,Yes,No,Yes,Yes,,,,
bafyreidsx6tdbop3qvkrczqpk56aees2odrgx74igtmdesz2hfqhbo4lfu,"Newly passed CA housing reforms (streamline development & use wildfire-ravaged lots for low-income housing) are marketed as improving affordability. But they highlight deep systemic failure: climate change is impacting land, weather, & housing.

@reuters.com
bit.ly/4fwVHYq",Climate injustice exposed,Climate-fueled wildfires,14,"weather, home, housing, control, early","housing, housing crisis, housing market, relocation, affordable housing, sufficient, https archive, 10 29, housing shortage, housing act",81_housing_housing crisis_housing market_relocation,TRUE,TRUE,TRUE,TRUE,Yes,Yes,Yes,Yes,,,,
bafyreigtqwj75j2hpqxlakwwzra6sfzby67kwxhootefmq6el2hrxwisgi,Thiel and his techbro billionaire friends are most interested in extending their own lives and maintaining societal control that that’s all they are investing in at the detriment of unimportant things like poverty and climate change and fascism.,Capitalism's climate doom,Wealth vs. Welfare,47,"thing, something, change, climate, actually","capitalism, rich, billionaires, private jets, billionaires earth, jets, rich people, compounds, prioritizes, vid",47_capitalism_rich_billionaires_private jets,FALSE,TRUE,TRUE,TRUE,Yes,Yes,Yes,No,,,,
bafyreidkkj77djtuqnsf263amzwiy756p7wla43iufey4uq3xmfviqawcy,"Insurance companies have been telling government that climate change is real for years, they opted to make no steps to change and to push on with the same program because it was supporting their donors and paving the way for life after politics",Insurance Climate Urgency,Insurance Climate Urgency,3,"climate, change, real, believe, feel","insurance, insurance companies, premiums, insurers, home insurance, companies, uninsurable, insure, insurance industry, insurance premiums",22_insurance_insurance companies_premiums_insurers,TRUE,TRUE,TRUE,TRUE,Yes,Yes,Yes,Yes,,,,
bafyreiherekgp4l65rbl7ehzmwjanin2b3v3r54zbnvcdndnpo4umvo3vm,"We recall Trump's campaign pitch to the oil industry...

""In 2023, about 3.5 million Americans worked in jobs related to the renewable energy sector, and jobs in that sector grew at more than twice the rate of those in other sectors in what was a strong U.S. labor market.August 30, 2025""",Fossil fuel corruption,Renewable Energy Momentum,79,"ai, sustainable, sector, create, security",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,FALSE,No,No,Yes,No,,,,
bafyreifxzsnv3pud5emorclxu2uhb3k3e65s55d66emjl72zqsbxh57dmi,"The incoming President & all leaders should be dealing with the problem. We need to assist communities, business & industry, & states to adopt renewable energy, create nature-based solutions, & phase out fossil fuels.",Climate justice action,Climate action collaboration,5,"fuel, fossil, industry, stop, company",,-1_clean energy_social_green_bsky social,TRUE,FALSE,TRUE,TRUE,Yes,No,Yes,No,,,,
bafyreie25eniq2dou72emibym5a427kg4frgldtzia5ri4tdokj6ocyqqa,"@dlrcc.bsky.social Ballyogan recycling charges the same price for entry by car as on foot or by bike. This seems very unfair as (a) the latter two groups will not have the capacity to carry anywhere near as much as a car, and (b) surely there should be some reward for using sustainable transport.",Independent investigative journalism,Sound's dual impact,33,"car, shift, came, agenda, ending","transport, transit, bus, sustainable transport, trains, transportation, bike, cycling, public transport, bikes",19_transport_transit_bus_sustainable transport,FALSE,TRUE,FALSE,FALSE,No,Yes,No,No,,,,
bafyreibi63nbzoqm6grpbbavat25ptmzotyxpbzx53g5xjlhximm3yeequ,"Any Trump EPA Attempt to Stop Regulating Climate Pollution Won’t Stand up to the Facts. 
The science on climate change is so indisputably well-established, that it’s hard to see how any court would uphold a challenge to it.
www.commondreams.org/opinion/trum...",Climate rollbacks,Climate rollbacks,64,"climate, change, risk, study, fact","epa, trump epa, repeal, agency, greenhouse gas, greenhouse, epa plans, limits, finding, epa trump",32_epa_trump epa_repeal_agency,TRUE,TRUE,TRUE,TRUE,Yes,Yes,Yes,Yes,,,,
bafyreihzs5s4uoyncdocptyxqby2kdluyo5xkffyd6y3yrjdr6eu5tx7oa,"“You can denounce globalism all you want, but it won’t change the fact that telecommunications, trade, migration and climate change have fused us, and our fates, together.” Great article! www.nytimes.com/2025/04/02/o...",Independent investigative journalism,Climate action collaboration,51,"climate, change, issue, crisis, article",,-1_clean energy_social_green_bsky social,TRUE,FALSE,TRUE,FALSE,Yes,No,No,No,,,,
bafyreieksbsaxuzbv5l7s2w3xy2mlwmefwgsjoaikcurgisptrck7ti3iy,They are fossil fuel toadies.,Oil's Deceptive Greed,Fossil fuel corruption,5,"fuel, fossil, industry, stop, company",,-1_clean energy_social_green_bsky social,TRUE,FALSE,TRUE,TRUE,No,No,Yes,Yes,,,,
bafyreibwtdk6smhs5rlufli4qp6sufeqhitkjm56aqd7tcxm2sh2vvt2bi,"""mike, we would never ignore the warning signs that are all around us for something that would imperil our lives and our livelihoods,"" he said in climate change",Capitalism's climate doom,Climate rollbacks,3,"climate, change, real, believe, feel",,-1_clean energy_social_green_bsky social,TRUE,FALSE,TRUE,FALSE,No,No,No,No,,,,
bafyreibw32ozy5fz2h5d3bjpc7bv5iy3qehojf5nccuwyk2utf552mbhdq,"If they can't read, good chance they are scientifically illiterate, too. That would make them susceptible to misinformation and compact theories. Anti vax. Flat earth. Health supplements. Climate change denial.  GOP/MAGA bamboozle. I think you get the idea. 

Advocate for scientific literacy!!!",Science under attack,Science under attack,42,"water, use, resource, ecosystem, corporate","denial, climate denial, denialism, change denial, conspiracy, change hoax, explaining, hoax, deny climate, science",17_denial_climate denial_denialism_change denial,FALSE,TRUE,TRUE,TRUE,No,Yes,No,Yes,,,,
bafyreihgd3kkw6j5bk7xnurqbjg5nlw5f3a7vewre7pyutlrmb7comzrci,"Well tried a quick shower to see if it would help with my pain levels, & I am sad to report it didn’t, but at least I am clean now. Now debating do I put on clean sweats or just give in and put on clean pjs. Also do I have the energy to quickly change my sheets too before the next shawl line comes.",Cleaning fatigue,Cleaning fatigue,82,"want, climate, change, put, political","energy clean, shower, apartment, oven, kitchen, having clean, clean room, cat, clean, cleaning",30_energy clean_shower_apartment_oven,FALSE,TRUE,TRUE,TRUE,No,Yes,No,No,,,,
bafyreifciqhxj7x6cvyd7743tnc3i34xplnyqooeveux7vhrvttkt4uqhi,"1/ Let’s walk through the timeline of how Dr. Mark Geier—now discredited and stripped of his licenses—lost the right to practice medicine across the U.S.
Why? Dangerous autism “treatments” based on junk science.
Thread:",Science under attack,Independent investigative journalism,89,"green, deal, new, matter, vote",,-1_clean energy_social_green_bsky social,FALSE,FALSE,FALSE,TRUE,No,No,Yes,Yes,,,,
bafyreieblp6u6gzoabmv34htlu3d63ft2vnqdscelqyo27kztn2hqo6ttm,I'm not talking about experts that do good work. Like the scientist who fight for the environment and rightfully educate ppl about climate change. I'm talking about the experts that help prop up corporations and branding.,Science under attack,Science under attack,56,"climate, change, scientist, war, expert","denial, climate denial, denialism, change denial, conspiracy, change hoax, explaining, hoax, deny climate, science",17_denial_climate denial_denialism_change denial,FALSE,FALSE,TRUE,TRUE,Yes,No,No,No,,,,
bafyreiexty5gaveh5vvuufl4pklr2s6t2seiwx62ua4ik2lkbraggjddwi,So.....all this Greenland talk is reminding me how the ice shelf/sheets are collapsing there because of climate change and how it's contributing to sea level rise. And that will eventually trigger coastal flooding.,Deadly Heat Crisis,Climate-fueled wildfires,24,"climatechange, info, ecosearch, climate, change",,-1_clean energy_social_green_bsky social,FALSE,FALSE,FALSE,TRUE,Yes,No,No,No,,,,
bafyreigorovy42weqcx7vby7656s5lepb5pngzdg5eju2gjbs3zx36samu,"The slightest whiff that the 'pro-nuclear' obsession of the Australian National Party (a blatant attempt to derail clean energy in favour of coal power forever) might be reconsidered by the new Liberals leader - and bam, the right-wing Coalition is dead, killed by climate change denial.",End fossil fuels,Science under attack,99,"energy, clean, renewable, green, bill","australia, auspol, australian, au, dutton, farage, australians, com australia, australia ne, com au",7_australia_auspol_australian_au,TRUE,FALSE,TRUE,TRUE,Yes,Yes,No,Yes,,,,
bafyreicdbxszwkftiiiw6ibnjxbbjimuduzi5sdm6rvo7shi4fyqqc4imm,"His platform mirrors the Canadian Association of Petroleum Producers, which calls for the federal government to abandon all regulation of greenhouse gas emissions.",MAGA Climate Deception,Climate rollbacks,90,"emission, state, gas, greenhouse, administration","canada, carney, canadian, alberta, canadians, smith, poilievre, cdnpoli, mark carney, ottawa",8_canada_carney_canadian_alberta,TRUE,FALSE,TRUE,FALSE,Yes,Yes,Yes,No,,,,
