cid,text,llm_theme_summ,llm_theme_theme,lda_topic_id,lda_topic_keywords,topic_keywords,topic_name
bafyreih4yitxzssvl7r3wfi7ygygcxusyggcqqnl6wam2bdjikplywcwou,China builds record-breaking floating wind turbine â it could change the face of renewable energy www.livescience.com/technology/e...,Water resilience,Clean energy,43,"solar, energy, wind, power, panel",,-1_clean energy_social_green_bsky social
bafyreic7pb2gimyoeqgzdcuozockdx2gkh2zcmpdn4mqwaggdnpfeoauuu,"The call for applications for the third mandate of the Platform on Sustainable Finance is still open. #CircularEconomy professionals are encouraged to apply!

ð Deadline: 23:59 CEST on 10 September
â¡ï¸ bit.ly/4m9Fivs",Climate action collaboration,Sustainable Fashion,90,"emission, state, gas, greenhouse, administration",,-1_clean energy_social_green_bsky social
bafyreietrajhl4h6wvgszwbuxgg3hqscdsmfg6nfe4ywed3dmyqqqcxxsm,"A poisionious polluted Earth. As climate change continues to accelerate, intensify, and take it's toll on innocent mother nature, with no end in sight, unabated. Humanities unscrupulous, disrespect, GREED continues to RULE over LOVE, compassion & common sense ðð¢
#ClimateCrisis
#ClimateEmergency",Deadly Heat Crisis,Water pollution,4,"climate, change, event, heat, extreme",,-1_clean energy_social_green_bsky social
bafyreieqlmgr3fwq4jqtqywgdjm5wpuomsflqbp3yv3fz3wosibhvhlmfq,"It is fair to argue Australiaâs new National Hydrogen Strategy was revised based on energy and environment policy of the Labor Party, which promotes green hydrogen rather than blue hydrogen as well as CCS technology. thediplomat.com/2024/12/the-... [This is a tragedy. Need to understand transition]",Fossil fuel deception,Clean energy,99,"energy, clean, renewable, green, bill","hydrogen, green hydrogen, hydrogen production, fuelcellsworks, fuelcellsworks com, hydrogen clean, hydrogen technology, blue hydrogen, oman, electrolysis",75_hydrogen_green hydrogen_hydrogen production_fuelcellsworks
bafyreic5dtjif4iwov3pnkfg7i6zsnzkpebvz5jw2ypw7nuyhuehiylt5e,"Food loss and waste account for 8-10% of annual global greenhouse gas emissions! Food is the most common material trashed in the US, amounting to 1/4 of all landfill contents! (Where it breaks down into climate-superheating methane.)

There are lots of simple ways to cut your food waste:",Water resilience,Climate Wildfires,11,"got, food, business, enough, sustainable",,-1_clean energy_social_green_bsky social
bafyreieexcglbuo4ut3swogozrc4dezmrzquyhbr7c4pfln34trwa6hdhm,"So I'm on the energy.gov site trying to nerd out over residential wind turbines , as one does, only to find out the site now caps results at 200 (which means rn stuff only goes back to Dec '24) yet you can SEE there's hella more available via the filter sidebar ð§µ",EV transition barriers,Clean energy,57,"see, ca, find, old, light",,-1_clean energy_social_green_bsky social
bafyreifhyhridtjqclle3atwvpxcs2i35koaqx7yodguw6uml4wigc2gay,"image_indianexpress.com

A Landmark Green Energy Milestone

Varanasi has etched its name in history by becoming the first city in India to install portable solar panels between active railway tracks.
beyondthepunchlines.com/varanasi-bec...",Renewable energy surge,Clean energy,43,"solar, energy, wind, power, panel",,-1_clean energy_social_green_bsky social
bafyreihefyti6qywoizte6spgo74lbxncgimodcub6s6tbhmdpces4y37e,"Harvesting Wild Columbine seeds to expand my pollinator garden. Gardening is a fuck you to violence, fascism, climate change, and capitalist destruction. Plant natives, yo",Trees for Climate,Anti-Deforestation,64,"climate, change, risk, study, fact",,-1_clean energy_social_green_bsky social
bafyreib7m2ghgdgf2m4kj5jagywn4vehzivfngp3oikowbigaoyrutniia,"...of Oklahoma and visiting drill rig sites to fix IT stuff

Anywho, today I have to go out to a new site they're setting up and get the office up and running prior to the actual drilling platform getting built

It's so far out in the middle of nowhere that the nearest town 5 miles away has no",Sound's dual impact,Anti-Drilling,19,"insurance, guess, site, company, sell","drilling, holes, drilling holes, drilling hole, hole, wall, dentist, drill, hammering, like drilling",9_drilling_holes_drilling holes_drilling hole
bafyreifdmxdw3ricad4ebwvremajp7vkunnc7ezzewyowl3gz2wkvdyzle,"Great. Might as well cut to the chase and show us once and for all *now* with certainty whether their ultimate master is the doddering god-emperor, or the fossil-fuel decabillionaires who rent Uncle Clarence and Strip Search Sammy directly.
#HesBadForBusinessNow
bsky.app/profile/apne...",Fossil fuel corruption,Anti-Big Oil,25,"cut, already, fight, etc, infrastructure",,-1_clean energy_social_green_bsky social
bafyreidpfede2ogjt7dmhdm4copsxw2ikm74f2cdirir6dqhquwdxtqili,"HB3898: To amend the Federal Water Pollution Control Act to make targeted reforms with respect to waters of the United States and other matters, and for other purposes.
Status: Referred to the House Committee on Transportation and Infrastructure. 2025-06-11
Sponsors:
- Republican: 2",Water resilience,Water pollution,25,"cut, already, fight, etc, infrastructure",,-1_clean energy_social_green_bsky social
bafyreid4jcodwxvolszqqevie3q277cvaaq3h4nddrx6deeq74ngsd6fqm,"The 4.8 GW integrated cell and 4.0 GW module manufacturing plant in Odisha will take Saatvik into the 10 GW plus manufacturing group by FY27.

Read more www.saurenergy.com/solar-energy...

 #solarplant #solarmodule",Renewable energy surge,Clean energy,66,"company, group, agree, consumption, according",,-1_clean energy_social_green_bsky social
bafyreihycjnw6hx3jyolgtl6rxhwnvtale6cgavgqxe6yxofqup25z7iwu,"If a politician does not care about urgent action on climate change, they do not care about anything that matters. If global water shortages and the collapse of global agriculture in your own kids lifetime doesn't motivate you to act, nothing matters to you.",Starry night preservation,Water pollution,20,"health, care, anything, social, increase",,-1_clean energy_social_green_bsky social
bafyreigojhsajlxig7vtyolj7bbfhzmtik2ub2i24w4lcfasyp4nhlhfxq,"Wildfire #smoke exposure may raise #heartfailure risk in older adults, especially women and low-income groups, says a new JACC study. Even small long-term increases in smoke pollution matter for heart health.
DOI: doi.org/10.1016/j.ja...  #ParticulateMatter #Health",Climate injustice exposed,Climate Wildfires,20,"health, care, anything, social, increase","air pollution, air, pollution, exposure, air quality, quality, pm2, airpollution, asthma, mask",1_air pollution_air_pollution_exposure
bafyreigxh4r6vx3jdr4aapc3b2zs7xlj67qbuiyvuys2qxsa4qpkhb4ddy,We passed 80% of the green new dealâ¦.,Clean Energy Push,Clean energy,89,"green, deal, new, matter, vote","new deal, green new, deal, dems, democrats, green, medicare, party, dems need, weird",24_new deal_green new_deal_dems
bafyreicparkherjmnzqri7hu5sf7iay7r7ixwpxejrvdqc4zfebvoxdlmi,"This #EarthDay, invest in the future of clean energy â¡ï¸ 

At Clean Air Task Force, we work on cutting-edge technologies that will define a cleaner, more sustainable future:  

ðª¨ Superhot rock #geothermal 
âï¸ #Fusion energy 
ð Advanced #nuclear energy 

Join us: donate.catf.us/page/81949/d...",Clean Energy Push,Clean energy,99,"energy, clean, renewable, green, bill",,-1_clean energy_social_green_bsky social
bafyreiheueigb4wiawwgmilt5rb3plbqae5lylqtn5m552vtw573pchdvq,"âSurging electricity output from solar farms has led to a rare decline in fossil fuel power production in India so far in 2025, and is setting the stage for a potential drop in annual coal-fired power output in the worldâs second-largest coal consumerâ ððð",Renewable energy surge,Clean energy,43,"solar, energy, wind, power, panel",,-1_clean energy_social_green_bsky social
bafyreienj7klnogydejqdtfpkkb5oihhixjihhneq6awryzzllbhmom5ce,"""We pray that God will bless our nation at this very dark time.""

Dog, literally one guy was killed. Hundreds are murdered every day due to pollution, lack of healthcare, being homeless, starvation, etc. What about them, and their families, and their children? Cry me a river. ð",Capitalism's climate doom,Water pollution,41,"year, day, every, time, last",,-1_clean energy_social_green_bsky social
bafyreibo73bgy5onf6uwffhdzlqzfwgoibsgnp7wje5dz3omf63byzivoe,"Fascinating program on the many ways to prevent wasted food, feed more hungry people & reduce the massive global warming related to food, from Climate One. pca.st/episode/eff4...",Water resilience,Climate Wildfires,49,"many, money, cause, people, climate",,-1_clean energy_social_green_bsky social
bafyreicwsebmk5mge6w7rkdlamj3lenxgapjzw2fep6fsidd5shfojnjhi,"It must also be great when you have Google level money to work with too.

I interacted with Google's clean energy team back when I worked in geothermal. My type of reservoir tools weren't chosen to get some of their money though. I'm not bitter though I don't think...",Renewable Energy Momentum,Clean energy,49,"many, money, cause, people, climate",,-1_clean energy_social_green_bsky social
bafyreide7gqxgxfs2tsecvnbme6huekop46nwdsvzdwsfbt6skze4ysigm,"A new initiative led by the University of Lagos is deploying low-cost sensors and AI to monitor PM2.5 pollution in Lagos and Port Harcourt, aiming to close Nigeriaâs air quality data gap and inform policy reforms.
thesun.ng/lagos-port-h...",Water resilience,Water pollution,81,"pollution, air, city, show, focus","air pollution, air, pollution, exposure, air quality, quality, pm2, airpollution, asthma, mask",1_air pollution_air_pollution_exposure
bafyreibmyysyy5pxglroatmhmwz6lfgfen3afj6tksjsworpefrk2bz5ay,Construction of the pipeline to supply the Woodfiber LNG terminal with fracked gas is the latest to run into problems. Maybe it's time we stop building these things and start getting serious about renewable energy.,Fossil fuel deception,Clean energy,47,"thing, something, change, climate, actually",,-1_clean energy_social_green_bsky social
bafyreic6opkn2puzwc4duidoojg222cegbvxerwukbhzxiyaoetuvcgh5q,We have 150 years before the species cannot reverse our self-caused extinction event. But this century is terrible with climate change disasters on a scale we are yet to comprehend.,Capitalism's climate doom,Climate Wildfires,64,"climate, change, risk, study, fact",,-1_clean energy_social_green_bsky social
bafyreieksh4qi5ze7x7ufzs5dnsyiwvgnfxra37ya3m4w7aeafoo37tuli,Musk's flops cause terrible pollution .... in Mexico.,Fossil fuel deception,Anti-Big Oil,81,"pollution, air, city, show, focus","musk, elon musk, rigged, charlie, doge, billion dollars, backing climate, bunk, eugenicist, elon",67_musk_elon musk_rigged_charlie
bafyreihmqmucbuo34pifcr7yah5sg7b4sft4w5jl3xkys3ck6ry3ueoxly,It already is killing us all. Just look at cancer caused by Pfas. Micro plastics in your food and in the ocean. Air pollution caused by fires started by power companies not cutting trees away from lines. Itâs easy to see if you look,Oil's Deceptive Greed,Water pollution,64,"climate, change, risk, study, fact","air pollution, air, pollution, exposure, air quality, quality, pm2, airpollution, asthma, mask",1_air pollution_air_pollution_exposure
bafyreicbhtd5q5dxunu7votjzjadajbeujodszpifyizg45gvhgoib2iam,"Proud to pass legislation this evening to fix New York State tax law for renewable energy systems, so much-needed solar and wind projects can move forward.",Clean Energy Push,Clean energy,43,"solar, energy, wind, power, panel","tax credits, energy tax, big beautiful, credits, inflation reduction, reduction act, senate, ira, tax, districts",28_tax credits_energy tax_big beautiful_credits
bafyreidwcrlurknvvse5vr2m7hhydyygnilea4id2h2ozysf7oqr2qdwyi,"So...according to Subaru (at least their commercial) we're losing trees to ""storms and disease""...not global warming or other man made disasters. Granted, I know storms and diseases are caused by global warming and other man made disasters, I like how they leave out what REALLY is causing them.",Oil's Deceptive Greed,Anti-Deforestation,64,"climate, change, risk, study, fact","deforestation, trees, forest, palm oil, forests, palm, boycottpalmoil, rainforest, boycottpalmoil boycott4wildlife, boycott4wildlife",4_deforestation_trees_forest_palm oil
bafyreiffstqc76cy3ja55soc4jjcllwlmacox7swjeplqp3zpabazbb6p4,"â Boosting economic growth and creating UK jobs
â Providing affordable, clean energy and lowering bills
â Improving our energy security",Clean Energy Push,Clean energy,99,"energy, clean, renewable, green, bill",,-1_clean energy_social_green_bsky social
bafyreicybj6v626yp3wapdb66zkwe6p3ul2q2gmkzwfxhrhsluoa5z4pci,RFK loves environmental pollution?????,Oil's Deceptive Greed,Anti-Big Oil,81,"pollution, air, city, show, focus","air pollution, air, pollution, exposure, air quality, quality, pm2, airpollution, asthma, mask",1_air pollution_air_pollution_exposure
bafyreigfjfh52scynkhaa2yzcue4wyaeyh5avhqgdlt2lvta6av7pgt2j4,"Welcome everyone! I'm ziontree on X, here to keep up the conversation about clean energy and evidence-based environmentalism ð±",Climate action collaboration,Clean energy,99,"energy, clean, renewable, green, bill",,-1_clean energy_social_green_bsky social
bafyreiejvadpxksztzbiat2upqz7dhsdqmpvqz74dgz6wsdgqho4ktvqxq,"Sequestration technologies require energy to be put in.
Where will that come from? 
We don't yet have enough green energy to satisfy our current energy needs - let alone using some to remove greenhouse gasses",Water resilience,Clean energy,99,"energy, clean, renewable, green, bill",,-1_clean energy_social_green_bsky social
